"gender"	"SeniorCitizen"	"Partner"	"Dependents"	"tenure"	"PaperlessBilling"	"Churn"
"Male"	0	"Yes"	"Yes"	63	"Yes"	"No"
"Female"	0	"No"	"No"	2	"Yes"	"No"
"Female"	0	"Yes"	"No"	2	"Yes"	"Yes"
"Male"	1	"Yes"	"No"	61	"No"	"No"
"Male"	0	"No"	"No"	1	"No"	"No"
"Male"	0	"No"	"No"	22	"Yes"	"Yes"
"Male"	0	"Yes"	"No"	28	"No"	"No"
"Female"	0	"Yes"	"No"	70	"No"	"No"
"Female"	1	"No"	"No"	5	"No"	"Yes"
"Female"	0	"No"	"No"	12	"Yes"	"Yes"
"Male"	0	"No"	"No"	34	"No"	"No"
"Female"	1	"Yes"	"No"	71	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	70	"No"	"No"
"Female"	0	"Yes"	"Yes"	52	"Yes"	"No"
"Male"	0	"No"	"Yes"	69	"Yes"	"No"
"Female"	1	"No"	"No"	20	"Yes"	"Yes"
"Male"	0	"No"	"Yes"	11	"Yes"	"No"
"Male"	0	"Yes"	"No"	2	"Yes"	"Yes"
"Female"	0	"Yes"	"Yes"	6	"Yes"	"Yes"
"Female"	0	"No"	"No"	1	"No"	"No"
"Male"	1	"Yes"	"Yes"	20	"No"	"No"
"Male"	0	"No"	"No"	61	"Yes"	"No"
"Female"	1	"Yes"	"No"	5	"Yes"	"Yes"
"Female"	0	"No"	"No"	56	"Yes"	"No"
"Male"	0	"No"	"No"	30	"Yes"	"No"
"Male"	0	"No"	"No"	40	"No"	"Yes"
"Female"	0	"No"	"No"	28	"No"	"No"
"Female"	1	"Yes"	"No"	5	"No"	"No"
"Female"	1	"Yes"	"No"	27	"Yes"	"Yes"
"Male"	0	"No"	"No"	12	"No"	"No"
"Male"	0	"Yes"	"Yes"	67	"Yes"	"No"
"Male"	1	"Yes"	"No"	29	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	55	"No"	"No"
"Female"	0	"No"	"No"	23	"No"	"Yes"
"Male"	0	"Yes"	"No"	34	"Yes"	"Yes"
"Male"	0	"No"	"No"	52	"No"	"No"
"Male"	1	"Yes"	"Yes"	72	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	58	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	35	"No"	"No"
"Female"	1	"No"	"No"	56	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	24	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	70	"No"	"No"
"Male"	0	"No"	"No"	2	"Yes"	"No"
"Male"	1	"Yes"	"Yes"	68	"Yes"	"No"
"Female"	0	"No"	"No"	1	"Yes"	"Yes"
"Male"	0	"No"	"No"	12	"Yes"	"No"
"Female"	0	"Yes"	"No"	63	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	33	"Yes"	"No"
"Female"	0	"Yes"	"No"	69	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	60	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	72	"Yes"	"No"
"Female"	0	"No"	"No"	11	"Yes"	"No"
"Female"	0	"No"	"No"	1	"No"	"No"
"Male"	0	"No"	"No"	10	"Yes"	"Yes"
"Male"	0	"No"	"No"	13	"Yes"	"Yes"
"Male"	0	"Yes"	"Yes"	34	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	39	"Yes"	"Yes"
"Female"	0	"No"	"No"	65	"Yes"	"No"
"Male"	1	"Yes"	"No"	50	"Yes"	"No"
"Male"	0	"No"	"No"	15	"No"	"No"
"Male"	0	"Yes"	"Yes"	72	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	72	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	55	"No"	"No"
"Female"	0	"Yes"	"Yes"	23	"Yes"	"No"
"Male"	0	"No"	"No"	32	"Yes"	"Yes"
"Female"	0	"Yes"	"Yes"	56	"Yes"	"No"
"Female"	0	"No"	"No"	1	"No"	"No"
"Male"	0	"No"	"No"	38	"No"	"No"
"Male"	0	"No"	"No"	11	"No"	"No"
"Male"	0	"No"	"No"	1	"Yes"	"No"
"Male"	0	"Yes"	"No"	56	"Yes"	"No"
"Male"	0	"Yes"	"No"	3	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	7	"No"	"No"
"Male"	0	"Yes"	"Yes"	59	"Yes"	"No"
"Male"	0	"No"	"No"	7	"No"	"No"
"Male"	0	"Yes"	"Yes"	71	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	15	"No"	"No"
"Male"	0	"Yes"	"No"	71	"No"	"No"
"Female"	0	"No"	"No"	35	"Yes"	"Yes"
"Female"	0	"No"	"No"	11	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	60	"Yes"	"No"
"Male"	1	"No"	"No"	47	"No"	"No"
"Female"	0	"No"	"No"	11	"No"	"No"
"Male"	0	"Yes"	"No"	56	"No"	"Yes"
"Female"	1	"Yes"	"No"	28	"Yes"	"No"
"Male"	0	"Yes"	"No"	61	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	31	"No"	"No"
"Male"	0	"No"	"No"	9	"Yes"	"No"
"Male"	1	"Yes"	"No"	35	"Yes"	"No"
"Male"	0	"No"	"No"	2	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	12	"No"	"Yes"
"Female"	0	"No"	"No"	1	"No"	"Yes"
"Female"	1	"No"	"No"	4	"Yes"	"Yes"
"Female"	0	"Yes"	"Yes"	1	"Yes"	"No"
"Female"	0	"No"	"No"	3	"Yes"	"No"
"Female"	1	"No"	"No"	1	"Yes"	"Yes"
"Male"	0	"No"	"No"	52	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	5	"No"	"No"
"Male"	0	"Yes"	"No"	72	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	71	"No"	"No"
"Male"	0	"Yes"	"No"	72	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	46	"No"	"No"
"Male"	0	"Yes"	"Yes"	63	"No"	"No"
"Male"	0	"No"	"No"	30	"Yes"	"No"
"Male"	0	"No"	"No"	1	"No"	"No"
"Female"	0	"No"	"No"	12	"Yes"	"Yes"
"Male"	0	"No"	"No"	16	"No"	"No"
"Male"	0	"No"	"No"	4	"No"	"No"
"Male"	0	"Yes"	"No"	51	"Yes"	"No"
"Male"	0	"Yes"	"No"	65	"Yes"	"No"
"Male"	0	"No"	"No"	16	"Yes"	"No"
"Male"	0	"No"	"No"	2	"No"	"No"
"Female"	0	"Yes"	"Yes"	66	"Yes"	"No"
"Male"	0	"No"	"No"	46	"No"	"No"
"Female"	0	"No"	"No"	32	"Yes"	"No"
"Male"	0	"Yes"	"No"	72	"No"	"No"
"Male"	0	"Yes"	"Yes"	38	"No"	"No"
"Male"	0	"No"	"Yes"	51	"No"	"No"
"Male"	0	"Yes"	"Yes"	72	"No"	"No"
"Female"	1	"Yes"	"No"	65	"No"	"Yes"
"Male"	0	"Yes"	"Yes"	9	"Yes"	"Yes"
"Female"	0	"Yes"	"Yes"	9	"No"	"Yes"
"Male"	0	"No"	"Yes"	66	"No"	"No"
"Female"	1	"No"	"No"	44	"Yes"	"No"
"Male"	0	"No"	"No"	50	"No"	"No"
"Female"	0	"No"	"No"	15	"No"	"No"
"Male"	0	"No"	"No"	8	"Yes"	"No"
"Female"	1	"No"	"No"	66	"Yes"	"No"
"Female"	0	"No"	"No"	57	"Yes"	"No"
"Female"	0	"No"	"No"	7	"Yes"	"No"
"Male"	1	"Yes"	"Yes"	10	"Yes"	"No"
"Female"	0	"No"	"No"	62	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	40	"Yes"	"No"
"Female"	0	"No"	"No"	20	"No"	"No"
"Female"	0	"No"	"No"	7	"No"	"Yes"
"Female"	0	"Yes"	"No"	25	"Yes"	"No"
"Male"	0	"Yes"	"No"	23	"No"	"No"
"Female"	1	"Yes"	"No"	66	"No"	"No"
"Female"	1	"No"	"No"	72	"No"	"No"
"Male"	1	"Yes"	"No"	49	"No"	"Yes"
"Male"	1	"Yes"	"Yes"	43	"Yes"	"Yes"
"Female"	0	"Yes"	"No"	46	"No"	"No"
"Male"	0	"Yes"	"Yes"	72	"No"	"No"
"Male"	0	"No"	"No"	10	"No"	"No"
"Female"	0	"No"	"No"	40	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	65	"Yes"	"Yes"
"Male"	0	"No"	"No"	31	"No"	"No"
"Female"	0	"Yes"	"No"	68	"No"	"No"
"Male"	1	"Yes"	"Yes"	56	"Yes"	"Yes"
"Male"	0	"Yes"	"No"	10	"Yes"	"Yes"
"Male"	0	"Yes"	"Yes"	68	"No"	"No"
"Female"	0	"Yes"	"Yes"	43	"No"	"Yes"
"Male"	0	"No"	"No"	1	"Yes"	"Yes"
"Female"	1	"No"	"No"	49	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	15	"Yes"	"No"
"Male"	1	"Yes"	"No"	20	"Yes"	"Yes"
"Male"	0	"No"	"No"	1	"Yes"	"Yes"
"Male"	0	"Yes"	"Yes"	50	"Yes"	"No"
"Female"	1	"No"	"No"	2	"No"	"Yes"
"Male"	1	"No"	"No"	24	"No"	"No"
"Female"	0	"No"	"No"	3	"Yes"	"Yes"
"Female"	0	"No"	"No"	1	"Yes"	"Yes"
"Male"	0	"Yes"	"Yes"	35	"No"	"No"
"Female"	0	"No"	"No"	17	"No"	"No"
"Female"	1	"No"	"No"	8	"No"	"Yes"
"Male"	0	"No"	"No"	10	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	68	"Yes"	"No"
"Male"	0	"Yes"	"No"	45	"No"	"No"
"Male"	0	"Yes"	"Yes"	2	"No"	"Yes"
"Male"	0	"Yes"	"No"	37	"No"	"No"
"Female"	0	"No"	"No"	4	"Yes"	"Yes"
"Female"	0	"No"	"No"	10	"No"	"No"
"Male"	0	"No"	"No"	1	"No"	"No"
"Male"	0	"Yes"	"Yes"	65	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	57	"No"	"No"
"Female"	0	"No"	"No"	3	"Yes"	"No"
"Female"	0	"No"	"No"	2	"No"	"Yes"
"Male"	0	"No"	"No"	49	"Yes"	"No"
"Female"	0	"No"	"No"	4	"No"	"Yes"
"Female"	0	"Yes"	"No"	70	"No"	"No"
"Female"	0	"Yes"	"Yes"	53	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	53	"No"	"No"
"Female"	0	"No"	"No"	1	"Yes"	"Yes"
"Male"	0	"No"	"No"	22	"Yes"	"No"
"Male"	1	"No"	"No"	52	"Yes"	"Yes"
"Male"	1	"No"	"No"	65	"Yes"	"No"
"Female"	0	"No"	"No"	48	"No"	"No"
"Female"	0	"No"	"No"	2	"Yes"	"Yes"
"Male"	0	"No"	"No"	3	"No"	"No"
"Male"	0	"Yes"	"No"	45	"No"	"No"
"Male"	0	"Yes"	"Yes"	1	"No"	"Yes"
"Female"	0	"Yes"	"Yes"	61	"Yes"	"No"
"Male"	0	"No"	"No"	3	"Yes"	"No"
"Female"	1	"No"	"No"	40	"Yes"	"No"
"Female"	0	"No"	"No"	1	"No"	"No"
"Female"	0	"No"	"No"	1	"Yes"	"No"
"Male"	0	"No"	"No"	51	"Yes"	"No"
"Male"	1	"No"	"No"	2	"Yes"	"Yes"
"Male"	0	"No"	"No"	52	"No"	"No"
"Male"	0	"No"	"No"	51	"No"	"No"
"Male"	0	"No"	"No"	1	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	31	"Yes"	"No"
"Male"	0	"No"	"Yes"	47	"No"	"No"
"Female"	0	"No"	"No"	3	"Yes"	"Yes"
"Female"	1	"No"	"No"	22	"Yes"	"No"
"Female"	0	"Yes"	"No"	1	"Yes"	"No"
"Male"	0	"Yes"	"No"	72	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	3	"Yes"	"Yes"
"Male"	1	"Yes"	"Yes"	47	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	72	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	66	"Yes"	"No"
"Male"	0	"No"	"No"	35	"No"	"No"
"Male"	0	"No"	"No"	29	"Yes"	"No"
"Female"	0	"No"	"No"	2	"Yes"	"No"
"Male"	0	"No"	"No"	4	"No"	"No"
"Female"	0	"No"	"No"	25	"Yes"	"Yes"
"Female"	0	"No"	"No"	65	"Yes"	"No"
"Male"	1	"No"	"No"	27	"Yes"	"No"
"Male"	0	"Yes"	"No"	29	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	29	"No"	"No"
"Male"	0	"No"	"No"	1	"No"	"Yes"
"Female"	0	"Yes"	"No"	20	"Yes"	"No"
"Female"	0	"No"	"No"	58	"Yes"	"No"
"Female"	0	"No"	"Yes"	14	"Yes"	"No"
"Male"	0	"Yes"	"No"	72	"No"	"No"
"Male"	0	"No"	"No"	46	"Yes"	"No"
"Female"	0	"Yes"	"No"	71	"No"	"No"
"Male"	0	"No"	"No"	32	"Yes"	"No"
"Female"	0	"No"	"No"	26	"Yes"	"No"
"Male"	1	"Yes"	"No"	68	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	2	"No"	"No"
"Male"	0	"Yes"	"Yes"	61	"No"	"No"
"Female"	0	"Yes"	"Yes"	4	"Yes"	"Yes"
"Male"	0	"No"	"No"	3	"Yes"	"Yes"
"Male"	1	"Yes"	"No"	33	"Yes"	"Yes"
"Male"	1	"Yes"	"No"	9	"Yes"	"No"
"Female"	0	"No"	"No"	22	"No"	"No"
"Female"	0	"Yes"	"Yes"	5	"Yes"	"No"
"Female"	1	"No"	"No"	30	"No"	"Yes"
"Male"	0	"No"	"No"	65	"Yes"	"No"
"Female"	0	"No"	"No"	45	"Yes"	"Yes"
"Male"	0	"No"	"No"	5	"No"	"No"
"Male"	0	"Yes"	"Yes"	25	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	72	"No"	"No"
"Female"	0	"Yes"	"No"	27	"No"	"No"
"Male"	0	"Yes"	"Yes"	32	"No"	"No"
"Female"	0	"No"	"No"	30	"No"	"No"
"Male"	0	"Yes"	"No"	70	"No"	"No"
"Male"	1	"No"	"No"	42	"Yes"	"No"
"Female"	1	"Yes"	"No"	72	"Yes"	"No"
"Female"	0	"No"	"No"	47	"Yes"	"No"
"Female"	0	"No"	"No"	2	"Yes"	"No"
"Male"	0	"No"	"No"	10	"No"	"Yes"
"Female"	0	"Yes"	"Yes"	61	"Yes"	"No"
"Female"	0	"No"	"No"	5	"Yes"	"No"
"Female"	1	"Yes"	"No"	72	"Yes"	"No"
"Male"	1	"Yes"	"Yes"	72	"Yes"	"No"
"Female"	1	"No"	"No"	3	"No"	"No"
"Male"	0	"Yes"	"No"	48	"No"	"No"
"Female"	0	"No"	"No"	63	"Yes"	"No"
"Female"	0	"No"	"No"	27	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	70	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	7	"Yes"	"No"
"Male"	0	"No"	"Yes"	0	"No"	"No"
"Female"	0	"Yes"	"No"	2	"No"	"No"
"Male"	1	"No"	"No"	20	"Yes"	"Yes"
"Male"	0	"No"	"No"	66	"No"	"No"
"Female"	0	"No"	"No"	3	"No"	"No"
"Female"	0	"No"	"Yes"	15	"Yes"	"Yes"
"Female"	0	"Yes"	"Yes"	72	"Yes"	"No"
"Male"	0	"No"	"No"	1	"No"	"No"
"Female"	0	"No"	"No"	22	"No"	"Yes"
"Male"	0	"Yes"	"No"	3	"Yes"	"Yes"
"Female"	0	"Yes"	"Yes"	72	"No"	"No"
"Male"	0	"Yes"	"Yes"	65	"No"	"No"
"Female"	0	"No"	"No"	11	"Yes"	"No"
"Male"	0	"No"	"No"	22	"Yes"	"No"
"Male"	0	"No"	"No"	14	"No"	"No"
"Male"	0	"No"	"No"	41	"Yes"	"No"
"Male"	0	"Yes"	"No"	17	"No"	"No"
"Male"	0	"No"	"No"	11	"Yes"	"No"
"Male"	0	"No"	"No"	15	"Yes"	"Yes"
"Female"	0	"No"	"No"	1	"No"	"Yes"
"Female"	0	"Yes"	"No"	5	"Yes"	"Yes"
"Male"	0	"Yes"	"No"	33	"Yes"	"Yes"
"Female"	0	"Yes"	"No"	72	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	3	"No"	"No"
"Male"	0	"No"	"No"	2	"Yes"	"Yes"
"Female"	0	"Yes"	"No"	59	"Yes"	"No"
"Male"	0	"No"	"No"	2	"No"	"Yes"
"Male"	0	"Yes"	"Yes"	71	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	5	"No"	"No"
"Male"	0	"Yes"	"Yes"	27	"Yes"	"No"
"Female"	0	"No"	"No"	1	"Yes"	"Yes"
"Male"	0	"No"	"Yes"	63	"Yes"	"No"
"Female"	1	"No"	"No"	46	"Yes"	"Yes"
"Male"	0	"Yes"	"Yes"	72	"No"	"No"
"Female"	0	"Yes"	"No"	34	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	24	"No"	"No"
"Male"	0	"No"	"No"	72	"No"	"No"
"Female"	0	"Yes"	"Yes"	60	"No"	"No"
"Male"	0	"No"	"No"	68	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	8	"Yes"	"No"
"Female"	0	"No"	"Yes"	34	"No"	"No"
"Female"	0	"No"	"No"	6	"No"	"No"
"Male"	0	"Yes"	"No"	2	"Yes"	"No"
"Male"	0	"No"	"No"	31	"No"	"No"
"Female"	0	"Yes"	"Yes"	20	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	1	"No"	"No"
"Male"	0	"No"	"No"	62	"Yes"	"Yes"
"Female"	1	"Yes"	"No"	70	"Yes"	"No"
"Female"	0	"No"	"No"	10	"Yes"	"Yes"
"Male"	0	"Yes"	"Yes"	39	"Yes"	"No"
"Female"	0	"Yes"	"No"	46	"Yes"	"No"
"Male"	0	"No"	"No"	6	"Yes"	"Yes"
"Female"	0	"Yes"	"Yes"	72	"Yes"	"No"
"Male"	0	"No"	"No"	18	"No"	"No"
"Male"	0	"Yes"	"No"	71	"Yes"	"No"
"Male"	0	"Yes"	"No"	40	"Yes"	"Yes"
"Male"	0	"No"	"No"	1	"Yes"	"Yes"
"Male"	0	"No"	"No"	58	"Yes"	"Yes"
"Male"	0	"No"	"No"	70	"Yes"	"Yes"
"Female"	0	"Yes"	"No"	42	"No"	"No"
"Male"	0	"Yes"	"Yes"	34	"No"	"No"
"Male"	1	"No"	"No"	5	"No"	"No"
"Female"	0	"No"	"No"	25	"Yes"	"No"
"Female"	0	"No"	"No"	2	"Yes"	"Yes"
"Female"	0	"Yes"	"Yes"	55	"Yes"	"No"
"Male"	0	"Yes"	"No"	21	"Yes"	"Yes"
"Male"	0	"Yes"	"No"	70	"Yes"	"No"
"Female"	0	"Yes"	"No"	61	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	43	"Yes"	"No"
"Male"	0	"No"	"No"	47	"Yes"	"No"
"Male"	0	"No"	"No"	5	"Yes"	"No"
"Female"	0	"No"	"No"	62	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	16	"Yes"	"Yes"
"Male"	1	"Yes"	"No"	7	"Yes"	"Yes"
"Female"	0	"Yes"	"Yes"	14	"No"	"No"
"Male"	0	"Yes"	"Yes"	60	"No"	"Yes"
"Male"	0	"Yes"	"Yes"	34	"Yes"	"No"
"Female"	0	"Yes"	"No"	50	"No"	"Yes"
"Male"	0	"Yes"	"Yes"	38	"No"	"No"
"Female"	0	"Yes"	"Yes"	70	"No"	"No"
"Female"	0	"Yes"	"Yes"	37	"Yes"	"No"
"Female"	1	"No"	"No"	4	"Yes"	"Yes"
"Male"	1	"Yes"	"Yes"	60	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	62	"No"	"No"
"Male"	0	"No"	"No"	1	"No"	"Yes"
"Male"	0	"No"	"No"	36	"Yes"	"No"
"Male"	0	"No"	"No"	44	"No"	"No"
"Female"	1	"No"	"No"	55	"Yes"	"Yes"
"Female"	0	"Yes"	"No"	72	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	12	"No"	"Yes"
"Female"	0	"No"	"No"	13	"Yes"	"No"
"Male"	0	"No"	"No"	1	"Yes"	"Yes"
"Female"	0	"Yes"	"Yes"	15	"No"	"No"
"Female"	0	"No"	"No"	65	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	12	"No"	"No"
"Male"	0	"Yes"	"No"	72	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	72	"No"	"No"
"Female"	0	"Yes"	"Yes"	72	"Yes"	"No"
"Male"	0	"No"	"Yes"	52	"Yes"	"No"
"Male"	0	"No"	"No"	2	"No"	"No"
"Female"	0	"No"	"No"	5	"Yes"	"No"
"Female"	0	"No"	"No"	68	"No"	"No"
"Female"	0	"No"	"Yes"	62	"Yes"	"Yes"
"Male"	0	"No"	"No"	72	"No"	"No"
"Male"	0	"No"	"No"	1	"No"	"Yes"
"Female"	0	"Yes"	"No"	66	"No"	"No"
"Male"	0	"Yes"	"Yes"	72	"Yes"	"No"
"Male"	0	"No"	"No"	26	"No"	"No"
"Male"	0	"Yes"	"Yes"	64	"No"	"No"
"Male"	1	"Yes"	"No"	20	"Yes"	"Yes"
"Female"	0	"No"	"No"	3	"Yes"	"Yes"
"Male"	0	"No"	"No"	22	"Yes"	"Yes"
"Male"	0	"Yes"	"No"	4	"Yes"	"Yes"
"Male"	0	"Yes"	"No"	62	"Yes"	"No"
"Female"	0	"No"	"No"	5	"Yes"	"No"
"Male"	0	"Yes"	"No"	59	"No"	"Yes"
"Male"	0	"No"	"Yes"	3	"Yes"	"No"
"Female"	0	"Yes"	"No"	72	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	57	"Yes"	"No"
"Male"	0	"No"	"Yes"	66	"No"	"No"
"Female"	0	"No"	"No"	60	"Yes"	"Yes"
"Male"	0	"No"	"Yes"	45	"No"	"No"
"Female"	0	"No"	"No"	3	"Yes"	"No"
"Female"	0	"No"	"No"	15	"No"	"Yes"
"Female"	0	"No"	"Yes"	51	"No"	"No"
"Female"	0	"No"	"No"	60	"No"	"No"
"Male"	0	"No"	"No"	33	"Yes"	"No"
"Male"	0	"No"	"No"	10	"Yes"	"Yes"
"Male"	1	"No"	"No"	26	"No"	"No"
"Female"	0	"No"	"No"	6	"No"	"Yes"
"Female"	0	"Yes"	"No"	67	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	49	"Yes"	"No"
"Male"	0	"No"	"No"	1	"Yes"	"No"
"Female"	1	"No"	"No"	7	"Yes"	"No"
"Female"	1	"No"	"No"	27	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	37	"No"	"No"
"Female"	0	"Yes"	"Yes"	63	"Yes"	"Yes"
"Male"	0	"Yes"	"Yes"	31	"No"	"No"
"Male"	0	"Yes"	"Yes"	50	"Yes"	"Yes"
"Male"	1	"No"	"No"	32	"Yes"	"No"
"Female"	0	"No"	"No"	1	"No"	"Yes"
"Female"	0	"Yes"	"No"	63	"Yes"	"No"
"Male"	0	"No"	"No"	30	"Yes"	"No"
"Male"	0	"Yes"	"No"	71	"Yes"	"No"
"Female"	0	"No"	"No"	53	"No"	"No"
"Female"	0	"No"	"No"	12	"Yes"	"Yes"
"Male"	0	"Yes"	"No"	50	"Yes"	"No"
"Female"	0	"No"	"No"	2	"No"	"No"
"Female"	0	"No"	"No"	9	"No"	"Yes"
"Male"	0	"No"	"No"	17	"No"	"Yes"
"Female"	0	"Yes"	"No"	56	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	67	"No"	"No"
"Male"	1	"No"	"No"	9	"Yes"	"Yes"
"Male"	0	"No"	"No"	4	"Yes"	"No"
"Male"	0	"No"	"No"	19	"Yes"	"No"
"Female"	0	"No"	"Yes"	8	"No"	"No"
"Female"	0	"No"	"No"	71	"Yes"	"No"
"Male"	1	"No"	"No"	10	"Yes"	"Yes"
"Female"	1	"No"	"No"	15	"No"	"No"
"Male"	0	"Yes"	"Yes"	72	"Yes"	"No"
"Male"	0	"No"	"No"	12	"No"	"No"
"Male"	0	"Yes"	"Yes"	72	"Yes"	"No"
"Male"	1	"Yes"	"No"	1	"Yes"	"Yes"
"Female"	1	"No"	"No"	23	"Yes"	"No"
"Male"	0	"No"	"No"	72	"Yes"	"No"
"Female"	0	"No"	"No"	26	"Yes"	"No"
"Female"	0	"No"	"No"	21	"Yes"	"No"
"Male"	0	"Yes"	"No"	60	"No"	"No"
"Male"	0	"No"	"No"	12	"No"	"No"
"Male"	0	"Yes"	"No"	16	"Yes"	"No"
"Female"	0	"Yes"	"No"	63	"Yes"	"No"
"Female"	1	"No"	"No"	22	"No"	"No"
"Female"	0	"Yes"	"Yes"	32	"No"	"No"
"Female"	1	"No"	"No"	3	"Yes"	"Yes"
"Female"	0	"No"	"No"	13	"Yes"	"Yes"
"Female"	0	"Yes"	"Yes"	68	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	30	"No"	"No"
"Female"	0	"No"	"No"	16	"No"	"No"
"Male"	0	"No"	"No"	33	"No"	"No"
"Male"	0	"Yes"	"No"	72	"No"	"No"
"Female"	1	"No"	"No"	4	"Yes"	"Yes"
"Female"	0	"No"	"No"	12	"Yes"	"No"
"Female"	1	"Yes"	"No"	4	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	0	"No"	"No"
"Female"	0	"No"	"No"	6	"Yes"	"Yes"
"Female"	0	"Yes"	"No"	65	"Yes"	"No"
"Female"	0	"No"	"No"	15	"No"	"No"
"Female"	0	"No"	"Yes"	24	"No"	"No"
"Female"	0	"No"	"Yes"	13	"No"	"No"
"Male"	0	"No"	"No"	24	"Yes"	"No"
"Female"	0	"Yes"	"No"	72	"No"	"No"
"Female"	0	"Yes"	"Yes"	54	"Yes"	"No"
"Female"	0	"No"	"No"	3	"No"	"Yes"
"Male"	0	"Yes"	"Yes"	4	"Yes"	"No"
"Female"	1	"Yes"	"Yes"	32	"Yes"	"No"
"Male"	1	"No"	"No"	35	"Yes"	"Yes"
"Male"	0	"Yes"	"Yes"	35	"No"	"No"
"Male"	1	"No"	"No"	2	"No"	"Yes"
"Female"	0	"No"	"No"	8	"No"	"No"
"Male"	0	"No"	"No"	22	"No"	"No"
"Female"	0	"No"	"No"	15	"No"	"No"
"Male"	0	"No"	"No"	22	"Yes"	"No"
"Male"	0	"Yes"	"No"	1	"No"	"Yes"
"Female"	0	"Yes"	"Yes"	71	"No"	"No"
"Male"	0	"No"	"No"	4	"No"	"No"
"Male"	0	"No"	"No"	25	"No"	"No"
"Female"	0	"Yes"	"Yes"	32	"Yes"	"No"
"Male"	1	"Yes"	"No"	7	"No"	"No"
"Male"	0	"No"	"No"	17	"Yes"	"No"
"Male"	1	"Yes"	"No"	8	"No"	"No"
"Female"	1	"No"	"No"	56	"No"	"No"
"Male"	0	"No"	"No"	1	"Yes"	"Yes"
"Male"	1	"No"	"No"	8	"No"	"Yes"
"Male"	0	"No"	"No"	7	"No"	"Yes"
"Male"	0	"No"	"Yes"	3	"No"	"No"
"Female"	0	"No"	"No"	71	"No"	"No"
"Female"	0	"No"	"No"	2	"Yes"	"Yes"
"Female"	0	"No"	"No"	1	"No"	"Yes"
"Male"	0	"Yes"	"No"	49	"Yes"	"No"
"Male"	0	"No"	"No"	58	"No"	"No"
"Male"	1	"Yes"	"No"	44	"Yes"	"Yes"
"Female"	0	"Yes"	"Yes"	59	"Yes"	"No"
"Male"	0	"No"	"No"	71	"Yes"	"Yes"
"Male"	0	"No"	"No"	1	"Yes"	"Yes"
"Female"	0	"No"	"No"	11	"No"	"No"
"Male"	1	"Yes"	"No"	62	"Yes"	"Yes"
"Female"	0	"Yes"	"Yes"	35	"Yes"	"No"
"Female"	0	"No"	"No"	20	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	40	"No"	"No"
"Female"	0	"No"	"No"	39	"Yes"	"No"
